cylinders,displ,hwy,make,year
6,3,28,BMW,2008
6,4.9,17,Ford,1986
6,3.2,23,BMW,2008
6,3.2,23,BMW,2008
10,8.4,22,Dodge,2008
10,8.4,22,Dodge,2008
8,4.3,16,Ferrari,2008
8,4.3,16,Ferrari,2008
12,5.9,15,Ferrari,2008
12,5.9,15,Ferrari,2008
4,2.2,25,Honda,2008
4,1.8,27,Lotus,2008
8,5,17,Ford,1986
4,1.8,26,Lotus,2008
6,3.5,25,Nissan,2008
6,3.5,24,Nissan,2008
6,3.5,24,Nissan,2008
6,3.5,23,Nissan,2008
12,5.9,16,Aston Martin,2008
12,5.9,18,Aston Martin,2008
12,5.9,16,Aston Martin,2008
12,5.9,17,Aston Martin,2008
8,4.3,23,Lexus,2008
8,5,14,Ford,1986
4,1.6,30,MINI,2008
4,1.6,32,MINI,2008
4,1.6,29,MINI,2008
4,1.6,29,MINI,2008
8,4.2,19,Audi,2008
8,4.2,21,Audi,2008
12,6,17,Bentley,2008
6,3,28,BMW,2008
6,3,28,BMW,2008
6,3,27,BMW,2008
8,5.8,14,Ford,1986
6,3,27,BMW,2008
6,3,25,BMW,2008
6,3,25,BMW,2008
6,3,26,BMW,2008
6,3,26,BMW,2008
6,3,26,BMW,2008
6,3,26,BMW,2008
6,3,25,BMW,2008
6,3,25,BMW,2008
8,4.8,22,BMW,2008
6,4.3,19,GMC,1986
8,4.8,23,BMW,2008
8,4.8,21,BMW,2008
8,4.8,23,BMW,2008
10,5,17,BMW,2008
10,5,17,BMW,2008
10,5,17,BMW,2008
10,5,17,BMW,2008
4,2.5,31,Nissan,2008
4,2.5,32,Nissan,2008
6,3.5,26,Nissan,2008
6,3.4,19,BMW,1985
6,4.3,22,GMC,1986
6,3.5,27,Nissan,2008
4,2.2,31,Pontiac,2008
4,2.2,33,Pontiac,2008
4,2.4,31,Pontiac,2008
4,2,27,Saab,2008
6,2.8,26,Saab,2008
6,2.8,24,Saab,2008
4,1.5,35,Toyota,2008
4,1.5,36,Toyota,2008
12,6,17,Bentley,2008
8,5,18,GMC,1986
6,3,28,BMW,2008
6,3,28,BMW,2008
6,3,25,BMW,2008
6,3,25,BMW,2008
6,3,26,BMW,2008
6,3,26,BMW,2008
6,3,25,BMW,2008
6,3,25,BMW,2008
4,1.8,29,Dodge,2008
4,2,27,Dodge,2008
8,5,21,GMC,1986
4,2.4,25,Dodge,2008
4,2.4,29,Dodge,2008
4,2.4,24,Dodge,2008
4,2,33,Ford,2008
4,2,35,Ford,2008
4,2.4,30,Honda,2008
4,2.4,31,Honda,2008
6,3.5,28,Honda,2008
6,3.5,25,Honda,2008
4,1.3,45,Honda,2008
6,4.3,18,GMC,1986
4,1.6,33,Hyundai,2008
4,1.6,32,Hyundai,2008
4,1.6,35,Kia,2008
4,1.6,32,Kia,2008
6,3.5,25,Lexus,2008
6,3,26,Mercedes-Benz,2008
6,3.5,25,Mercedes-Benz,2008
12,6.7,18,Rolls-Royce,2008
4,2,29,Saab,2008
6,2.8,26,Saab,2008
6,4.3,20,GMC,1986
6,2.8,24,Saab,2008
12,6,17,Bentley,2008
6,3,26,BMW,2008
6,3,25,BMW,2008
6,3.6,25,Cadillac,2008
6,3.6,25,Cadillac,2008
6,3.6,26,Cadillac,2008
6,3.6,26,Cadillac,2008
6,2.7,27,Chrysler,2008
6,2.7,27,Dodge,2008
6,4.3,17,GMC,1986
12,5.7,16,Ferrari,2008
12,5.7,15,Ferrari,2008
4,2,33,Hyundai,2008
4,2,33,Hyundai,2008
6,3.5,25,Infiniti,2008
6,3.5,24,Infiniti,2008
6,3.5,23,Infiniti,2008
4,2.4,31,Kia,2008
4,2.4,31,Kia,2008
6,2.7,28,Kia,2008
6,4.3,17,GMC,1986
6,3.5,27,Lexus,2008
6,3.5,27,Lexus,2008
6,3.5,25,Lexus,2008
8,4.6,24,Lexus,2008
8,4.6,24,Lexus,2008
8,4.6,24,Lexus,2008
4,2.4,27,Mitsubishi,2008
6,3.8,25,Mitsubishi,2008
4,2.5,31,Nissan,2008
4,2.5,32,Nissan,2008
6,4.3,19,GMC,1986
6,3.5,26,Nissan,2008
6,3.5,27,Nissan,2008
4,2.5,33,Nissan,2008
6,3.5,25,Nissan,2008
4,2,33,Nissan,2008
4,2,31,Nissan,2008
4,2.5,30,Nissan,2008
4,2.5,29,Nissan,2008
12,6.7,18,Rolls-Royce,2008
12,6.7,18,Rolls-Royce,2008
6,4.3,20,GMC,1986
4,2.3,28,Saab,2008
4,2.3,26,Saab,2008
4,1.5,45,Toyota,2008
8,4.4,21,BMW Alpina,2008
12,6,19,Audi,2008
8,4.8,23,BMW,2008
8,4.8,23,BMW,2008
12,6,20,BMW,2008
6,3.5,22,Chrysler,2008
8,5.7,22,Chrysler,2008
6,4.3,18,GMC,1986
6,2.7,26,Chrysler,2008
6,3.5,24,Chrysler,2008
6,3.5,24,Chrysler,2008
8,5.7,23,Chrysler,2008
6,2.7,26,Dodge,2008
6,3.5,24,Dodge,2008
6,3.5,24,Dodge,2008
8,5.7,23,Dodge,2008
6,3.5,22,Dodge,2008
8,5.7,22,Dodge,2008
6,3.8,22,Buick,1985
8,5,17,GMC,1986
4,2.4,31,Honda,2008
4,2.4,31,Honda,2008
6,3.5,29,Honda,2008
6,3.3,26,Hyundai,2008
6,3.8,26,Hyundai,2008
6,3.5,23,Infiniti,2008
6,3.5,22,Infiniti,2008
8,4.5,21,Infiniti,2008
8,4.5,20,Infiniti,2008
6,3.8,24,Kia,2008
8,5,18,GMC,1986
8,4.6,22,Lincoln,2008
8,4.2,18,Maserati,2008
12,5.5,16,Maybach,2008
12,6,16,Maybach,2008
12,5.5,16,Maybach,2008
12,6,16,Maybach,2008
6,3,27,BMW,2008
6,3,27,BMW,2008
6,3,25,BMW,2008
6,3,25,BMW,2008
8,5,17,GMC,1986
4,1.5,34,Honda,2008
4,1.5,34,Honda,2008
4,1.5,33,Honda,2008
4,2,29,Saab,2008
6,2.8,26,Saab,2008
6,2.8,24,Saab,2008
6,3,23,BMW,2008
4,2.4,26,Kia,2008
6,2.7,26,Kia,2008
4,2.3,28,Saab,2008
8,5,17,GMC,1986
4,2.3,26,Saab,2008
6,3.2,24,Volvo,2008
4,2.5,22,Nissan,2008
4,2.5,23,Nissan,2008
6,4,20,Nissan,2008
6,4,20,Nissan,2008
4,2.7,25,Toyota,2008
4,2.7,25,Toyota,2008
6,4,19,Nissan,2008
6,4,19,Nissan,2008
8,5,17,GMC,1986
4,2.7,22,Toyota,2008
8,4.7,19,Dodge,2008
8,4.7,18,Dodge,2008
6,4.2,19,Ford,2008
6,4.2,20,Ford,2008
8,4.6,19,Ford,2008
8,5.4,17,Ford,2008
8,5.4,19,Ford,2008
8,5.4,16,Lincoln,2008
8,4.7,19,Mitsubishi,2008
8,6.2,22,GMC,1986
8,5.4,15,Roush Performance,2008
8,5.4,15,Roush Performance,2008
8,5.4,15,Roush Performance,2008
6,4,19,Toyota,2008
8,4.7,17,Toyota,2008
8,5.7,18,Toyota,2008
8,4.7,19,Dodge,2008
8,4.7,17,Dodge,2008
8,4.6,17,Ford,2008
8,5.4,17,Ford,2008
8,6.2,22,GMC,1986
8,5.4,17,Lincoln,2008
8,4.7,19,Mitsubishi,2008
8,5.4,15,Roush Performance,2008
8,5.4,15,Roush Performance,2008
8,5.4,15,Roush Performance,2008
8,4.7,16,Toyota,2008
8,5.7,17,Toyota,2008
6,3.3,24,Chrysler,2008
6,3.3,24,Dodge,2008
6,3.8,23,Hyundai,2008
8,6.2,22,GMC,1986
6,3.8,23,Kia,2008
6,3.5,24,Nissan,2008
6,3.5,23,Toyota,2008
6,3.5,21,Toyota,2008
8,4.7,19,Chrysler,2008
8,4.7,19,Dodge,2008
6,2.7,26,Dodge,2008
6,3.5,24,Dodge,2008
6,3.5,24,Dodge,2008
8,5.7,23,Dodge,2008
6,4.3,17,GMC,1986
6,3.5,24,Ford,2008
4,2.4,27,Honda,2008
6,2.7,24,Hyundai,2008
6,2.7,24,Hyundai,2008
6,3.3,24,Hyundai,2008
4,2,25,Hyundai,2008
4,2,25,Hyundai,2008
6,2.7,24,Hyundai,2008
6,3.8,23,Hyundai,2008
6,3.7,19,Jeep,2008
6,4.3,17,GMC,1986
4,2,27,Jeep,2008
4,2.4,28,Jeep,2008
6,3.7,20,Jeep,2008
4,2,27,Jeep,2008
4,2.4,28,Jeep,2008
6,3.3,22,Kia,2008
6,3.8,21,Kia,2008
4,2,25,Kia,2008
4,2,25,Kia,2008
6,2.7,23,Kia,2008
4,2,21,Pininfarina,1985
8,5,20,Buick,1985
8,5,17,GMC,1986
6,3.3,24,Lexus,2008
6,3.5,24,Lincoln,2008
6,3.8,22,Mitsubishi,2008
6,3,25,Mitsubishi,2008
4,2.5,27,Nissan,2008
6,4,20,Nissan,2008
6,4,20,Nissan,2008
8,4.7,19,Toyota,2008
4,2.4,27,Toyota,2008
6,3.5,27,Toyota,2008
8,5,14,GMC,1986
8,4.7,17,Toyota,2008
8,5.7,19,Toyota,2008
6,3.7,20,Acura,2008
4,2.3,22,Acura,2008
6,3,23,BMW,2008
6,3,24,BMW,2008
6,3,21,BMW,2008
8,4.8,19,BMW,2008
8,4.7,17,Chrysler,2008
8,4.7,17,Dodge,2008
8,5.7,15,GMC,1986
6,3.5,22,Dodge,2008
8,5.7,22,Dodge,2008
6,3.5,22,Ford,2008
4,2.4,26,Honda,2008
6,2.7,23,Hyundai,2008
6,2.7,23,Hyundai,2008
6,3.3,24,Hyundai,2008
4,2,24,Hyundai,2008
6,2.7,23,Hyundai,2008
6,3.8,22,Hyundai,2008
8,6.2,20,GMC,1986
6,3.7,19,Jeep,2008
4,2.4,24,Jeep,2008
4,2.4,27,Jeep,2008
6,3.7,19,Jeep,2008
4,2.4,24,Jeep,2008
4,2.4,22,Jeep,2008
4,2.4,27,Jeep,2008
6,3.3,22,Kia,2008
6,3.8,20,Kia,2008
4,2,24,Kia,2008
8,6.2,18,GMC,1986
6,2.7,21,Kia,2008
8,4.7,18,Lexus,2008
8,5.7,18,Lexus,2008
6,3.3,24,Lexus,2008
6,3.5,22,Lincoln,2008
8,5,15,Mercedes-Benz,2008
8,5.4,13,Mercedes-Benz,2008
8,5.5,17,Mercedes-Benz,2008
6,3.8,19,Mitsubishi,2008
6,3,24,Mitsubishi,2008
4,2.1,29,Jeep,1986
4,2.5,26,Nissan,2008
6,4,20,Nissan,2008
6,4,20,Nissan,2008
8,4.7,17,Toyota,2008
6,3.3,25,Toyota,2008
8,5.7,18,Toyota,2008
4,2.4,25,Toyota,2008
6,3.5,26,Toyota,2008
8,4.7,16,Toyota,2008
8,5.7,18,Toyota,2008
4,2.5,21,Jeep,1986
8,4.6,23,Lincoln,2008
8,4.7,19,Dodge,2008
8,4.7,18,Dodge,2008
8,4.7,17,Dodge,2008
8,5.4,18,Ford,2008
8,5.4,19,Ford,2008
8,4.7,19,Mitsubishi,2008
8,4.7,19,Dodge,2008
8,4.7,17,Dodge,2008
8,4.7,16,Dodge,2008
4,2.5,25,Jeep,1986
8,5.4,17,Ford,2008
8,4.7,19,Mitsubishi,2008
6,3.3,24,Chrysler,2008
6,3.3,24,Dodge,2008
8,4.7,19,Chrysler,2008
8,4.7,19,Dodge,2008
8,4.7,17,Chrysler,2008
8,4.7,17,Dodge,2008
4,2.2,31,Chevrolet,2008
4,2.2,33,Chevrolet,2008
4,2.5,22,Jeep,1986
4,2.4,31,Chevrolet,2008
6,2.7,26,Chrysler,2008
4,1.8,36,Honda,2008
4,1.8,36,Honda,2008
4,1.8,34,Honda,2008
4,2,29,Honda,2008
4,2,27,Hyundai,2008
4,2,28,Hyundai,2008
6,2.7,24,Hyundai,2008
6,2.7,24,Hyundai,2008
4,2.5,24,Jeep,1986
6,2.7,24,Hyundai,2008
6,3.7,26,Infiniti,2008
6,3.7,24,Infiniti,2008
6,2.5,26,Lexus,2008
6,2.5,29,Lexus,2008
6,2.5,26,Lexus,2008
6,3.5,25,Lexus,2008
8,4.2,19,Maserati,2008
6,3,25,Mercedes-Benz,2008
12,6.5,14,Lamborghini,2008
4,1.8,29,Buick,1985
6,2.8,18,Jeep,1986
8,5.4,16,Mercedes-Benz,2008
6,3.6,23,Porsche,2008
8,4.6,22,Shelby,2008
8,4.6,20,Roush Performance,2008
4,2,24,Saab,2008
8,5,18,Saleen Performance,2008
8,5,18,Saleen Performance,2008
6,3,25,Mercedes-Benz,2008
4,2,26,Saab,2008
8,6.1,18,Dodge,2008
6,2.8,20,Jeep,1986
8,6.1,18,Chrysler,2008
8,6.1,18,Dodge,2008
8,6,24,Pontiac,2008
4,2,24,Saab,2008
4,2.5,23,Subaru,2008
8,5.4,15,Saleen Performance,2008
6,3.5,23,Honda,2008
6,3.5,25,Honda,2008
4,2.3,28,Mazda,2008
4,2.3,27,Mazda,2008
4,2.4,23,Toyota,1986
8,6.2,19,Cadillac,2008
8,6.2,19,Chevrolet,2008
8,6,22,Chevrolet,2008
4,2,28,Chevrolet,2008
4,2,29,Chevrolet,2008
8,6.1,18,Dodge,2008
8,6.2,19,GMC,2008
8,6,22,GMC,2008
8,6.2,19,GMC,2008
4,2.4,25,Mitsubishi,2008
4,2.4,26,Toyota,1986
4,2.4,32,Saturn,2008
8,6,20,Chevrolet,2008
8,6,20,GMC,2008
4,2.4,25,Mitsubishi,2008
8,4.8,18,Porsche,2008
8,4.8,17,Porsche,2008
4,1.6,37,MINI,2008
4,1.6,34,MINI,2008
4,1.6,34,MINI,2008
4,1.6,32,MINI,2008
6,4.3,18,Chevrolet,1986
6,3.2,27,Audi,2008
6,3.2,27,Audi,2008
4,1.6,37,MINI,2008
4,1.6,34,MINI,2008
4,1.6,34,MINI,2008
4,1.6,32,MINI,2008
4,2.4,25,Jeep,2008
4,2.4,25,Jeep,2008
6,4.3,17,Chevrolet,1986
3,1,41,smart,2008
3,1,41,smart,2008
8,4.2,22,Audi,2008
6,3,28,BMW,2008
6,3,28,BMW,2008
6,3,28,BMW,2008
6,3,27,BMW,2008
6,3,25,BMW,2008
6,3,26,BMW,2008
6,3,26,BMW,2008
6,4.3,17,Chevrolet,1986
6,3,26,BMW,2008
8,4,20,BMW,2008
8,5,23,Lexus,2008
8,4,20,BMW,2008
4,2,22,Mitsubishi,2008
4,2,22,Mitsubishi,2008
4,1.8,30,Saturn,2008
4,1.8,32,Saturn,2008
4,1.8,30,Saturn,2008
4,1.8,32,Saturn,2008
6,4.3,14,Chevrolet,1986
6,3.6,25,Pontiac,2008
6,3.5,24,Infiniti,2008
6,3.5,23,Infiniti,2008
8,5.4,15,"Tecstar, LP",2008
8,5.4,15,"Tecstar, LP",2008
8,5.4,15,"Tecstar, LP",2008
8,5.4,15,"Tecstar, LP",2008
8,5.4,15,"Tecstar, LP",2008
8,5.4,15,"Tecstar, LP",2008
6,4,22,Jaguar,1995
6,4.3,16,Chevrolet,1986
6,3.8,27,Buick,1996
8,4,20,BMW,2008
8,4,19,BMW,2008
8,4,20,BMW,2008
4,2,30,Chevrolet,2008
4,2.2,36,Chevrolet,2008
4,2.2,35,Pontiac,2008
8,4,20,BMW,2008
8,6.2,19,Mercedes-Benz,2008
8,5,14,Chevrolet,1986
6,2.8,24,Saab,2008
6,2.8,24,Saab,2008
4,2.4,32,Chevrolet,2008
6,2.8,24,Saab,2008
6,2.8,24,Saab,2008
8,5.4,15,Saleen Performance,2008
6,3,20,BMW,2008
8,4.4,18,BMW,2008
12,5.9,17,Aston Martin,2009
4,2,29,Audi,2009
4,1.8,23,Buick,1985
8,5,16,Chevrolet,1986
8,6.2,25,Chevrolet,2009
8,6.2,26,Chevrolet,2009
8,5.5,21,Mercedes-Benz,2009
12,5.5,18,Mercedes-Benz,2009
8,6.2,19,Mercedes-Benz,2009
12,6,18,Mercedes-Benz,2009
6,3,26,Mercedes-Benz,2009
6,3,26,Mercedes-Benz,2009
6,3.5,26,Mercedes-Benz,2009
6,3.5,26,Mercedes-Benz,2009
8,5,15,Chevrolet,1986
12,5.9,17,Aston Martin,2009
12,5.9,19,Aston Martin,2009
8,4.2,25,Jaguar,2009
8,4.2,25,Jaguar,2009
8,4.2,23,Jaguar,2009
8,4.2,23,Jaguar,2009
6,3.8,25,Mitsubishi,2009
6,3.8,24,Mitsubishi,2009
4,2.4,26,Mitsubishi,2009
4,2.4,26,Mitsubishi,2009
8,5,16,Chevrolet,1986
5,2.5,28,Volkswagen,2009
5,2.5,28,Volkswagen,2009
4,2,29,Audi,2009
4,1.6,34,Chevrolet,2009
2,1.3,22,Mazda,2009
2,1.3,23,Mazda,2009
6,3.8,25,Mitsubishi,2009
6,3.8,24,Mitsubishi,2009
4,2.4,26,Mitsubishi,2009
4,2.4,28,Mitsubishi,2009
8,5.7,15,Chevrolet,1986
4,1.6,34,Pontiac,2009
4,2.4,27,Scion,2009
4,2.4,29,Scion,2009
5,2.5,28,Volkswagen,2009
5,2.5,29,Volkswagen,2009
4,2.4,28,Acura,2009
4,2.4,30,Acura,2009
8,6.7,15,Bentley,2009
8,6.7,14,Bentley,2009
4,1.6,34,Chevrolet,2009
8,6.2,20,Chevrolet,1986
8,5.5,21,Mercedes-Benz,2009
4,2.4,27,Mitsubishi,2009
4,2.4,28,Mitsubishi,2009
4,2,28,Mitsubishi,2009
4,2,30,Mitsubishi,2009
4,1.6,34,Pontiac,2009
4,2.5,24,Subaru,2009
4,2.5,24,Subaru,2009
6,3,24,Subaru,2009
4,2.5,25,Subaru,2009
8,6.2,19,Chevrolet,1986
4,2.5,27,Subaru,2009
4,2.5,26,Subaru,2009
4,2.4,30,Toyota,2009
4,2.4,30,Toyota,2009
4,1.8,35,Toyota,2009
4,1.8,35,Toyota,2009
4,2,31,Volkswagen,2009
4,2,29,Volkswagen,2009
5,2.5,30,Volkswagen,2009
5,2.5,29,Volkswagen,2009
8,6.2,17,Chevrolet,1986
4,2,31,Volkswagen,2009
4,2,29,Volkswagen,2009
4,2,37,Volkswagen,2009
4,2,39,Volkswagen,2009
5,2.5,30,Volkswagen,2009
5,2.5,29,Volkswagen,2009
6,3.7,22,Acura,2009
8,6.7,14,Bentley,2009
8,4.2,25,Jaguar,2009
4,2.4,32,Kia,2009
8,5.7,15,Chevrolet,1986
4,2.4,32,Kia,2009
4,2,30,Kia,2009
4,2,32,Kia,2009
6,3.8,25,Mitsubishi,2009
4,2.4,27,Mitsubishi,2009
6,3.5,28,Toyota,2009
4,2.4,31,Toyota,2009
4,2.4,31,Toyota,2009
4,2.4,34,Toyota,2009
4,2,29,Volkswagen,2009
8,5.7,14,Chevrolet,1986
8,6.7,15,Bentley,2009
6,3.8,26,Hyundai,2009
6,3.3,26,Hyundai,2009
6,3.8,27,Hyundai,2009
8,4.6,25,Hyundai,2009
6,3.3,29,Hyundai,2009
4,2.4,32,Hyundai,2009
4,2.4,32,Hyundai,2009
8,4.2,22,Jaguar,2009
8,6.2,20,Chevrolet,1986
8,4.2,25,Jaguar,2009
8,4.2,25,Jaguar,2009
8,4.2,25,Jaguar,2009
8,4.2,22,Jaguar,2009
6,3.8,24,Kia,2009
6,3.7,23,Lincoln,2009
6,3.7,24,Lincoln,2009
4,2,30,Audi,2009
4,2,28,Audi,2009
4,2,28,Audi,2009
4,1.8,24,Buick,1985
8,6.2,17,Chevrolet,1986
4,2.4,26,Pontiac,2009
4,2.4,28,Pontiac,2009
4,2.4,29,Pontiac,2009
4,1.8,31,Pontiac,2009
4,1.8,32,Pontiac,2009
4,2.4,26,Toyota,2009
4,2.4,28,Toyota,2009
4,2.4,29,Toyota,2009
4,1.8,31,Toyota,2009
4,1.8,32,Toyota,2009
4,2.5,24,Chevrolet,1986
4,2.4,28,Scion,2009
4,2.4,28,Scion,2009
5,2.5,30,Volkswagen,2009
5,2.5,29,Volkswagen,2009
4,2,31,Volkswagen,2009
4,2,29,Volkswagen,2009
4,2,37,Volkswagen,2009
4,2,39,Volkswagen,2009
4,2,28,Volkswagen,2009
4,2.5,23,Chevrolet,1986
8,5.6,17,Nissan,2009
8,5.6,17,Nissan,2009
6,3.8,23,Hyundai,2009
6,3.8,23,Kia,2009
6,3.4,24,Chevrolet,2009
6,3.5,24,Ford,2009
6,2.7,24,Hyundai,2009
4,2,25,Hyundai,2009
4,2,26,Hyundai,2009
8,5.6,18,Infiniti,2009
4,2.5,24,Chevrolet,1986
6,3.8,21,Kia,2009
6,3.8,21,Kia,2009
6,3.3,22,Kia,2009
6,2.7,23,Kia,2009
4,2,25,Kia,2009
4,2,25,Kia,2009
6,3.5,23,Lexus,2009
6,3.5,23,Lexus,2009
4,2.3,23,Mazda,2009
8,5.6,18,Nissan,2009
6,2.8,19,Chevrolet,1986
6,3.5,23,Nissan,2009
6,3.4,24,Pontiac,2009
4,2,26,Volkswagen,2009
4,2,24,Volkswagen,2009
8,4.2,18,Audi,2009
6,3.4,24,Chevrolet,2009
6,3.5,22,Ford,2009
6,2.7,23,Hyundai,2009
4,2,24,Hyundai,2009
8,5.6,17,Infiniti,2009
6,2.8,20,Chevrolet,1986
6,3.8,21,Kia,2009
6,3.3,22,Kia,2009
6,3.8,20,Kia,2009
6,2.7,23,Kia,2009
4,2,24,Kia,2009
6,3.2,22,Land Rover,2009
6,3.5,22,Lexus,2009
6,3.5,22,Lexus,2009
4,2.3,22,Mazda,2009
8,5.6,18,Nissan,2009
6,2.8,22,Chevrolet,1986
6,3.5,23,Nissan,2009
6,3.4,24,Pontiac,2009
4,2.5,24,Subaru,2009
4,2.5,27,Subaru,2009
4,2.5,26,Subaru,2009
4,2.5,24,Subaru,2009
4,2.5,24,Subaru,2009
6,3,24,Subaru,2009
4,2.5,27,Subaru,2009
4,2.5,26,Subaru,2009
4,2.4,20,Nissan,1986
6,3.6,21,Subaru,2009
4,2,24,Volkswagen,2009
8,4.2,18,Volkswagen,2009
8,5.6,18,Nissan,2009
8,5.6,17,Nissan,2009
8,5.6,18,Nissan,2009
8,5.6,18,Nissan,2009
4,2.4,25,Dodge,2009
6,3.5,22,Dodge,2009
6,3.5,23,Dodge,2009
4,2.4,20,Nissan,1986
8,4.7,19,Aston Martin,2009
8,4.7,19,Aston Martin,2009
8,4.2,19,Audi,2009
8,4.2,18,Audi,2009
4,2,30,Audi,2009
8,4.4,23,Cadillac,2009
8,4.6,24,Cadillac,2009
8,7,24,Chevrolet,2009
8,6.2,20,Chevrolet,2009
12,6.5,13,Lamborghini,2009
4,2.4,19,Nissan,1986
12,6.5,14,Lamborghini,2009
12,6.5,13,Lamborghini,2009
12,6.5,14,Lamborghini,2009
4,2,27,Pontiac,2009
4,2.4,24,Pontiac,2009
4,2.4,25,Pontiac,2009
4,2,28,Pontiac,2009
4,2,27,Saturn,2009
4,2.4,24,Saturn,2009
4,2.4,25,Saturn,2009
4,1.8,32,Buick,1985
6,3,19,Nissan,1986
4,2,28,Saturn,2009
4,1.6,34,MINI,2009
4,1.6,34,MINI,2009
6,3.2,27,Audi,2009
6,3.2,26,Audi,2009
4,2,31,Audi,2009
12,6,17,Bentley,2009
4,1.6,34,Chevrolet,2009
4,2,30,Chevrolet,2009
4,2.2,33,Chevrolet,2009
6,3.7,15,Dodge,1986
4,2.2,37,Chevrolet,2009
6,4,26,Ford,2009
6,4,24,Ford,2009
8,4.6,22,Ford,2009
8,4.6,23,Ford,2009
8,5.4,20,Ford,2009
8,4.2,19,Maserati,2009
4,1.6,34,MINI,2009
6,3.8,21,Nissan,2009
4,1.6,34,Pontiac,2009
8,5.2,12,Dodge,1986
4,2.2,35,Pontiac,2009
4,2.2,33,Pontiac,2009
4,2.2,35,Pontiac,2009
4,2.2,32,Pontiac,2009
4,2.2,37,Pontiac,2009
8,4.6,20,Roush Performance,2009
8,4.6,20,Roush Performance,2009
4,2,31,Volkswagen,2009
4,2,29,Volkswagen,2009
5,2.5,27,Volvo,2009
8,5.2,13,Dodge,1986
5,2.5,26,Volvo,2009
6,3.2,26,Audi,2009
12,6,17,Bentley,2009
4,1.6,34,Chevrolet,2009
4,1.6,33,Hyundai,2009
4,1.6,35,Hyundai,2009
4,2.3,29,Mazda,2009
4,2.3,28,Mazda,2009
4,2,32,Mazda,2009
4,2,30,Mazda,2009
8,5.2,15,Dodge,1986
8,6.2,18,Mercedes-Benz,2009
4,2,25,Mitsubishi,2009
4,1.6,34,Pontiac,2009
4,2.4,33,Pontiac,2009
4,2.4,30,Pontiac,2009
6,3.5,26,Pontiac,2009
6,3.5,29,Pontiac,2009
6,3.6,26,Pontiac,2009
6,3.9,22,Pontiac,2009
12,6.7,18,Rolls-Royce,2009
8,5.2,14,Dodge,1986
12,6.7,18,Rolls-Royce,2009
4,1.8,32,Saturn,2009
4,1.8,30,Saturn,2009
5,2.5,28,Volvo,2009
5,2.5,28,Volvo,2009
5,2.4,28,Volvo,2009
5,2.4,28,Volvo,2009
5,2.5,25,Volvo,2009
5,2.5,26,Volvo,2009
5,2.5,28,Volvo,2009
8,5.9,11,Dodge,1986
5,2.5,28,Volvo,2009
5,2.4,28,Volvo,2009
5,2.4,31,Volvo,2009
5,2.5,26,Volvo,2009
5,2.5,26,Volvo,2009
5,2.4,26,Volvo,2009
5,2.5,27,Volvo,2009
5,2.5,28,Volvo,2009
12,6,17,Bentley,2009
6,3.8,28,Buick,2009
8,5.9,12,Dodge,1986
8,5.3,24,Buick,2009
6,3.6,26,Cadillac,2009
6,3.6,26,Cadillac,2009
6,3.6,25,Cadillac,2009
6,3.6,25,Cadillac,2009
6,3.6,26,Cadillac,2009
6,3.6,25,Cadillac,2009
8,4.6,24,Cadillac,2009
6,3.6,26,Cadillac,2009
8,4.4,19,Cadillac,2009
8,5.2,12,Dodge,1986
6,3.6,26,Cadillac,2009
8,4.6,22,Cadillac,2009
4,2.4,33,Chevrolet,2009
4,2.4,30,Chevrolet,2009
6,3.5,29,Chevrolet,2009
6,3.6,26,Chevrolet,2009
4,2.4,34,Chevrolet,2009
6,3,25,Ford,2009
4,2.3,29,Ford,2009
4,2.3,28,Ford,2009
8,5.2,13,Dodge,1986
6,3,26,Ford,2009
4,2,33,Hyundai,2009
4,2,33,Hyundai,2009
8,4.2,23,Jaguar,2009
6,3,25,Mercury,2009
4,2.3,29,Mercury,2009
4,2.3,28,Mercury,2009
6,3,26,Mercury,2009
6,3.5,24,Lincoln,2009
6,3.5,28,Lincoln,2009
4,2,27,Buick,1985
8,5.9,11,Dodge,1986
4,2.5,29,Mazda,2009
4,2.5,30,Mazda,2009
6,3.7,25,Mazda,2009
4,2.3,25,Mazda,2009
6,3,32,Mercedes-Benz,2009
6,3.5,26,Nissan,2009
4,1.8,31,Nissan,2009
4,1.8,33,Nissan,2009
4,1.8,32,Nissan,2009
12,6.7,18,Rolls-Royce,2009
8,5.9,12,Dodge,1986
4,1.8,30,Saturn,2009
4,1.8,32,Saturn,2009
4,2.4,33,Saturn,2009
6,3.6,26,Saturn,2009
4,2.4,34,Saturn,2009
6,3,23,Volvo,2009
8,4.4,22,Volvo,2009
6,3.2,25,Volvo,2009
6,3.9,26,Buick,2009
8,4.6,22,Buick,2009
6,4.9,14,Ford,1986
8,4.6,23,Cadillac,2009
8,4.6,22,Cadillac,2009
8,4.6,16,Cadillac,2009
8,4.6,18,Cadillac,2009
6,3.5,29,Chevrolet,2009
8,5.3,24,Chevrolet,2009
8,4.2,18,Maserati,2009
12,5.5,17,Mercedes-Benz,2009
8,6.2,17,Mercedes-Benz,2009
12,6,17,Mercedes-Benz,2009
6,4.9,19,Ford,1986
6,3.6,25,Pontiac,2009
8,6,24,Pontiac,2009
12,6.7,18,Rolls-Royce,2009
4,2,31,Hyundai,2009
4,2,30,Hyundai,2009
5,2.5,25,Volvo,2009
5,2.5,26,Volvo,2009
5,2.5,28,Volvo,2009
5,2.5,28,Volvo,2009
5,2.4,28,Volvo,2009
